provision_id,instrument_id,provision_type,animal_scope,penalty_criminal_max_months,penalty_fine_max_local_currency,currency_code,penalty_administrative_only,penalty_administrative_detention_days,ancillary_orders,aggravating_factors,effective_date,source_id,verification_tier,notes
SG-ABA-P2,SG-ABA,neglect_duty_of_care,companion_and_livestock_broad,12,10000,SGD,FALSE,,,"Repeat non-business: $20,000/2yr. Business: first $40,000/2yr, repeat $100,000/3yr.",2015-01-16,SRC-SG-01,verified,"s.41C 'Duty of care': neglect (inadequate food/water/shelter, unreasonable confinement) AND abandonment, covered under the SAME section (unlike jurisdictions that separate these). Added by the 2014 Amendment Act. NEW NOTE 2026-09-21 (verified against the Act's full consolidated text via globalanimallaw.org's PDF, during a completeness re-check of volunteer Jennifer Ferrarese's batch): s.41C(1)(c) also requires an owner to make reasonable efforts to recover a MISSING animal, and this duty IS criminally enforceable (listed in s.41C(2)) - this was missing from the notes above. By contrast, s.41C(1)(d) (caring for the animal per applicable animal-welfare codes of practice) is a stated duty that s.41C(2) does NOT list as enforceable - i.e. it carries no penalty of its own, a 'duty without teeth' pattern the project has already documented elsewhere (e.g. Beijing/Shanghai dog-keeping ordinances)."
UK-SCT-AHWA2006-P1,UK-SCT-AHWA2006,general_cruelty,domestic_and_captive_only_with_named_exclusions,60,20000,GBP,FALSE,,ownership_ban,"On indictment: up to 5 years with an UNLIMITED fine (no cap) - the GBP 20,000 figure recorded here is the SUMMARY conviction cap specifically, distinct from indictment.",2020-07-21,SRC-UKSCT-01,snippet,"DOWNGRADED 2026-09-17 (independent audit caught this): verification_tier was 'verified' despite this row's own notes admitting animal_scope is presumed/unconfirmed and the SPCA claim is snippet-level - the same row-tier-vs-notes mismatch this project has already downgraded elsewhere (NZ-AWA1999-P1, UK-ENG-AWA2006-P2), applied consistently here too. The penalty figures themselves (60mo/£20,000 summary, unlimited fine on indictment) ARE solidly sourced from direct reading of the 2020 Act's enacted text - only the scope/enforcement-agency claims below are weaker. ss.19 (unnecessary suffering) and 23 (duty of care) of the 2006 Act, penalties raised by the 2020 Act. A distinctive Scottish feature: conduct causing suffering to a SERVICE ANIMAL on duty cannot rely on the same disregard/defence available for ordinary animal use (exact mechanism - reversed burden vs. disapplied defence - not independently verified). Courts must POSITIVELY consider whether a disqualification order is necessary and state reasons if one is not made (a proactive framing distinct from most other jurisdictions researched). animal_scope presumed to mirror England's formulation; exact statutory text not independently fetched this round - flagged unverified rather than asserted as confirmed. Scottish SPCA functions as a REPORTING agency to COPFS (not a private prosecutor like RSPCA) - snippet-level, not pinned to one authoritative fetched page."
UK-NI-WAA2011-P1,UK-NI-WAA2011,general_cruelty,all_vertebrates,60,20000,GBP,FALSE,,,"On indictment: up to 5 years with an UNLIMITED fine (no cap) - the GBP20,000 figure recorded here is the SUMMARY conviction cap specifically, distinct from indictment (same convention as UK-SCT-AHWA2006-P1).",2011-07-11,SRC-UKNI-02,verified,"CORRECTED 2026-09-18 (volunteer fact-checker caught this, batch 3): this row previously recorded only a single '60 months, no fine' figure, conflating the indictment ceiling with the whole offence and omitting the summary tier entirely. Direct fetch of the Act's own penalties section (s.31) confirms ss.4 (unnecessary suffering) and 8(1)-(2) (fighting) carry a TWO-TIER penalty: summary conviction, up to 12 months and/or a fine up to GBP20,000; conviction on indictment, up to 5 years and/or an unlimited fine. This resolves the prior round's 'PENALTY-FIGURE TIMING UNCERTAIN' flag - s.31 is part of the Act's own current text, fetched directly, not a later amendment's addition (though whether s.31's exact figures are unchanged since the Act's 2011 enactment specifically was not separately re-verified). s.1(1): 'animal' means 'a vertebrate other than man' [VERIFIED, exact text fetched] - broader AND more precisely confirmed than England's own (unverified) 'protected animal' definition, an interesting cross-jurisdictional finding. s.1(2) excludes foetal/embryonic forms; s.1(3) gives DAERA power to extend to invertebrates or earlier developmental stages given scientific evidence of suffering capacity (structurally identical to the GB Sentience Act's mechanism, but NO evidence this power has been exercised in NI). s.9 duty of care and s.14 abandonment confirmed as separate sections by contents listing (full text not individually pulled, unlike England's ss.4/9)."
NL-WETDIEREN-P1,NL-WETDIEREN,general_cruelty,domestic_and_captive_only_with_named_exclusions,60,,EUR,FALSE,,ownership_ban,,2011-05-19,SRC-NL-03,verified,"RESOLVED 2026-09-15 (previously an unresolved two-source conflict): Article 2.1 Wet dieren (duty of care / prohibition on causing pain or harm without reasonable purpose) is criminally enforced as a misdrijf through Article 8.12 Wet dieren via the Wet economische delicten (WED) framework - confirmed via a (now-expired) OM prosecution guideline (BWBR0036294) that cites Art.2.1 lid 1 Wet dieren, not Art.254 Wetboek van Strafrecht, for this offence. Art.8.12 was amended by Staatsblad 2023, 242 ('Wet aanpak dierenmishandeling en dierverwaarlozing', Art.II onderdeel G): lid 1&2 raised from 3 years/4th-category WED fine to 5 years/5th-category WED fine; lid 3 (a lesser tier) raised from 6 months/3rd-category to 1 year/4th-category. In force 2024-01-01. So as of 2026: 5-year maximum with a 5th-category WED fine (this row) is CURRENT and CORRECT. The earlier conflicting claims were each half-right: one source had the correct framework (Wet dieren/Art.8.12/WED) but a stale pre-2024 number; the other had a number close to the current one but attributed it to the wrong statute (Art.254 Wetboek van Strafrecht, which is NOT a general-cruelty provision at all - it governs bestiality, see NL-WVS254). Article 1.3 ('Intrinsieke waarde') codifies the animal's inherent value as a sentient being."
IT-CP544-P1,IT-CP544,killing,all_animals_undifferentiated,36,30000,EUR,FALSE,,confiscation;business_license_revocation,"Aggravated (torture/prolonged suffering): 1-4yr + EUR10,000-60,000. Pre-2025-reform base was 4mo-2yr (raised by Legge 82/2025).",2025-07-01,SRC-IT-01,snippet,"Art.544-bis (uccisione di animali/killing): 'chiunque, per crudelta o senza necessita, cagiona la morte di un animale.' No explicit vertebrates-only limitation was located for Titolo IX-bis offences, hence all_animals_undifferentiated (inferred from absence of a stated restriction, not a confirmed all-encompassing statement). Penalty figures are SNIPPET-LEVEL, cross-corroborated across 2-3 independent secondary sources but NOT fetched from a single authoritative full Normattiva text. Art.544-ter (maltrattamento/mistreatment) reportedly carries post-reform 6mo-2yr + EUR5,000-30,000 (single-source, not cross-confirmed, not modeled as its own row). Art.727 c.p. (separate minor 'contravvenzione', outside Titolo IX-bis): abandonment - the 2025 reform reportedly raised its minimum fine from EUR1,000 to EUR5,000 (single-source, not modeled as its own row). NEW Art.544-septies (single-source ali.ong finding, not cross-verified): an AGGRAVATING-CIRCUMSTANCE clause (not a standalone offence) raising the penalty by up to one-third when committed before minors, involving multiple animals, OR when images/video are disseminated via computer/telematic means. No standalone bestiality offence was found in Italian law this round - may reflect an actual gap rather than a research failure, not verified as deliberate absence via primary source. NEW NOTE 2026-09-21 (verified against Art. 19-ter of the coordinating/transitional provisions to the penal code, via brocardi.it, cross-checked against a second independent source, during a completeness re-check of volunteer Jennifer Ferrarese's batch): Art. 19-ter (introduced by the same 2004 law that created Title IX-bis) excludes hunting, fishing, animal breeding, transport, slaughter, scientific experimentation, circus activities, zoos, AND region-authorized historical/cultural events from the ENTIRE Title IX-bis - i.e. this exemption applies to both this row and the animal-fighting provision (IT-CP544-P2). This is a structurally significant carve-out that was missing from the notes above; still in force as of the most recent check of the citing source (2023-12-09)."
IT-CP544-P2,IT-CP544,fighting,all_animals_undifferentiated,48,160000,EUR,FALSE,,,,2025-07-01,SRC-IT-01,snippet,"Art.544-quinquies (combattimento/animal fighting) CONFIRMED 2026-09-15 via direct Gazzetta Ufficiale fetch, resolving the prior snippet-level figures: ORGANIZING a fight (this row's figures) carries reclusione 2-4 years + multa EUR50,000-160,000. A LESSER, separately-tiered offence for mere PARTICIPATION or breeding-for-fighting carries reclusione 3 months-2 years + multa EUR5,000-30,000 - not modeled as its own row here, recorded for completeness. The prior round's 'raised from 1-3yr to 2-4yr' penalty-escalation claim is confirmed correct for the organizing tier. NEW NOTE 2026-09-21 (verified against Art. 19-ter of the coordinating/transitional provisions to the penal code, via brocardi.it, cross-checked against a second independent source, during a completeness re-check of volunteer Jennifer Ferrarese's batch): Art. 19-ter (introduced by the same 2004 law that created Title IX-bis) excludes hunting, fishing, animal breeding, transport, slaughter, scientific experimentation, circus activities, zoos, AND region-authorized historical/cultural events from the ENTIRE Title IX-bis - i.e. this exemption applies to both this row and the animal-fighting provision (IT-CP544-P2). This is a structurally significant carve-out that was missing from the notes above; still in force as of the most recent check of the citing source (2023-12-09)."
ES-LO32023-P1,ES-LO32023,general_cruelty,domestic_and_captive_only_with_named_exclusions,18,,EUR,FALSE,,ownership_ban,"Death results: 12-24mo prison (domestic/controlled animals). EXPLICITLY INCLUDES 'actos de caracter sexual' (sexual acts) - criminalizes bestiality/zoofilia when it causes injury requiring veterinary treatment (folded into the general offence, unlike France/Netherlands which use standalone sexual-abuse provisions). Aggravating circumstances: ensanamiento (cruelty), loss of senses/organs, owner's own involvement, presence of minors, profit motive, gender-violence context, PUBLIC DISSEMINATION (closest confirmed analogue to a filming/distribution aggravator), use of explosives/poison.",2023-04-18,SRC-ES-01,verified,"Art.340 bis (CURRENT citation, replacing the historical Art.337 - see ES-LO32023 instrument notes). A PARALLEL, LOWER-penalty track covers wild vertebrates under human control (3-12mo prison or 3-6mo fine; death = 6-18mo prison or 18-24mo fine) - not modeled as a separate row, recorded here instead. Minor injuries not requiring veterinary treatment fall under a lighter fine/community-service tier (also not separately modeled). animal_scope reflects Ley 7/2023 Art.1.3's EXPLICIT exclusion list - among the most extensive 'named exclusions' cases in the database: bullfighting animals, production/livestock animals, scientific experimentation animals, wild animals in the wild, federated sporting animals, falconry birds, herding dogs, HUNTING DOGS, search-and-rescue dogs, assistance animals, security/military animals. Arts.340 quater and 340 quinquies content NOT RETRIEVED this round (gap) - likely address animal fighting and/or disqualification/recidivism. Animal fighting IS confirmed prohibited ADMINISTRATIVELY under Ley 7/2023 Art.25(m)/27(c); whether SEPARATELY criminalized under 340 quater/quinquies is unconfirmed."
ES-LO32023-P2,ES-LO32023,abandonment,domestic_and_captive_only_with_named_exclusions,,,EUR,FALSE,,,,2023-04-18,SRC-ES-01,verified,Art.340 ter: abandonment endangering the animal's life - 1-6 month fine or 31-90 days community service. No imprisonment option at this tier (unusual: most abandonment provisions researched carry at least a nominal custodial option) - penalty_criminal_max_months left blank accordingly.
AU-NSW-POCTA-P1,AU-NSW-POCTA1979,general_cruelty,all_vertebrates,6,5500,AUD,FALSE,,,"s6 AGGRAVATED cruelty (causing death, deformity, serious disablement, or where continued life is itself cruel): up to 200 penalty units and/or 2 years (individuals) = AUD 22,000, 1,000 penalty units (corporations) = AUD 110,000. Basic cruelty (s5) corporate penalty: 250 penalty units = AUD 27,500. RESOLVED 2026-09-21: the NSW general-criminal-law penalty unit is confirmed at a fixed AUD 110 (s.17, Crimes (Sentencing Procedure) Act 1999, unchanged since 1999 - distinct from the separately-indexed WHS penalty unit, which does not apply here) - AUD conversions above and in penalty_fine_max_local_currency are now populated on that basis.",,SRC-AUNSW-01,snippet,"s5: beaten/kicked/killed/wounded/tormented/tortured, or unjustified excessive heat/cold; s5(3) imposes a DUTY-OF-CARE-style obligation on persons in charge, folded into the SAME section as active cruelty. Also prohibited: abandonment, inadequate food/water/shelter, confinement without exercise, animal fighting, poisoning, certain mutilation procedures. 'Animal' = vertebrate species; crustaceans covered ONLY in a food-preparation/consumption context (a narrow, unusual carve-in, not general coverage - not modeled as its own animal_scope value given its narrowness). Directors/managers knowingly authorizing a corporate contravention face INDIVIDUAL-tier penalties. Enforcement: RSPCA NSW, Animal Welfare League NSW, the Greyhound Welfare Integrity Commission, and NSW Police are the authorised enforcers. NSW FY2024-25: 16,713 cruelty complaints investigated, 226 prosecutions finalised, 119 successful, 991 charges laid. NEW NOTE 2026-09-21, secondary-source only (consistent with this row's existing snippet tier - NSW's official legislation site remains blocked to direct and proxied fetch alike): s.24 is reported to exempt lawful hunting/shooting/trapping/capturing of an animal (including with a dog) from the cruelty offence, provided it is done in a manner that does not inflict unnecessary pain - not independently confirmed against primary text this round, flagged as an open item rather than silently omitted."
AU-VIC-POCTA-P1,AU-VIC-POCTA1986,general_cruelty,vertebrates_plus_designated_invertebrates_by_regulation,12,,AUD,FALSE,,,"s10 AGGRAVATED cruelty (death or serious disablement): up to 492 penalty units and/or 2 years (individuals), 1,200 penalty units (corporations). Animal fighting/coursing/trap-shooting of birds: up to 240 penalty units and/or 2 years. General cruelty (s9) corporate penalty: 600 penalty units.",,SRC-AUVIC-01,snippet,"s9: wounding, torturing, overdriving, abusing, unreasonable confinement causing suffering, failure to provide proper food/shelter, abandonment of domesticated animals - all folded into ONE general offence (unlike NSW which separates some of these). Also specifically prohibited: animal fighting, using animals as coursing lures, trap-shooting of birds. animal_scope = 'a live member of a vertebrate species' PLUS 'a live adult decapod crustacean' (lobsters, crabs, crayfish) explicitly - crustacean coverage corroborated across two source layers; a snippet-level claim of CEPHALOPOD inclusion 'in some circumstances' rests on a single government-summary source only, treat as provisional. Current AUD value of a Victorian penalty unit NOT confirmed this round - all figures here are in PENALTY UNITS. NEW NOTE 2026-09-21 (verified via cross-corroborated secondary sources during a completeness re-check of volunteer Jennifer Ferrarese's batch, primary legislation.vic.gov.au/austlii text not independently fetched this round): s.6 exempts conduct done in accordance with a legislated Code of Practice or livestock management standard from this offence - a significant carve-out missing from the notes above. There is also a specific statutory defence for an owner who had contracted another person to care for the animal at the time of the alleged offence."
NZ-AWA1999-P1,NZ-AWA1999,general_cruelty,vertebrates_plus_named_invertebrates_in_statute,60,100000,NZD,FALSE,,,"Corporate/body-corporate tier: fine up to NZD 500,000. [SNIPPET-LEVEL, current figures NOT independently verified against primary text this round - see notes for the verified-but-superseded 2007 baseline.]",2010-07-07,SRC-NZ-02,snippet,"CORRECTED 2026-09-18 (volunteer fact-checker caught this, batch 3): this row's category_plain previously described 'wilful OR reckless ill-treatment' as if both shared this one penalty figure. They do not - s.28 (wilful ill-treatment, recorded in THIS row) and s.28A (reckless ill-treatment, a genuinely lower-penalty offence) are now split into separate rows; see NZ-AWA1999-P3 for the reckless tier (3yr/NZD75,000 individual, NZD350,000 corporate). This row covers WILFUL ill-treatment only (s.28) from here on. UPGRADED 2026-09-15: a real primary-source PDF was recovered (Parliamentary Counsel Office reprint, 'as at 2007-09-03', hosted by University of Auckland's Liggins Institute) after ~10 prior fetch attempts against legislation.govt.nz/nzlii.org all failed - confirmed this round to be a Cloudflare JS-challenge wall, not a URL problem. s.2 (VERIFIED, verbatim): 'Animal' = any live member of the animal kingdom that is a mammal, bird, reptile, amphibian, or fish (bony or cartilaginous), OR any octopus, squid, crab, lobster, or crayfish (including freshwater crayfish), or any other species declared by Order in Council; includes mammalian foetuses/avian-reptilian pre-hatched young in the last half of gestation and marsupial pouch young; excludes human beings. This names cephalopods AND decapod crustaceans directly in the statute's primary definition (not via delegated regulation, contrast Switzerland) - hence the new animal_scope value. There is NO section 3A - the 2015 sentience recognition was inserted into the Act's LONG TITLE (statement of purpose) by the Animal Welfare Amendment Act (No 2) 2015, not as an operative numbered section - this is a policy-framing statement, not an independently enforceable provision, an important distinction for cross-jurisdictional comparison. PENALTY HISTORY: 2007-verified baseline (this Act as originally enacted): s.28 (wilful ill-treatment causing permanent disability/death/necessary destruction), on indictment - individual up to 3 years/NZD 50,000, body corporate up to NZD 250,000. This was raised to the current 5-year/NZD 100,000 figure (recorded in this row) via a later amendment; a new s.28A 'Reckless ill-treatment of animals' was inserted 2010-07-07 by the Animal Welfare Amendment Act 2010 (NOT 2015 as this database's prior placeholder speculated) mirroring s.28's threshold. The current dollar figures rest on snippet-level secondary-source corroboration, not a primary-text refetch of the current consolidated version - flag accordingly. No dedicated filming/distribution offence exists in this Act; cruelty content depicting animals MAY fall under the separate Films, Videos, and Publications Classification Act 1993's general 'objectionable material' regime (trading up to 14yr, possession up to 10yr/NZD 50,000) - but no confirmed instance of this being applied to an animal-cruelty case was found; this is inference from statutory scope, not a confirmed application, and is not modeled as its own provision row."
MO-L42016-P2,MO-L42016,general_cruelty,all_vertebrates,,,MOP,TRUE,,confiscation;ownership_ban;business_license_revocation,"Fine tiers: 20,000-100,000 patacas (serious infractions); 4,000-20,000 (intermediate); 2,000-10,000 (minor); flat 2,000 (minimal infractions) - four distinct tiers by severity, verified via direct fetch, though the exact tier-definition boundaries were not verbatim-quoted (structured extract, snippet-level for the boundary criteria specifically, verified for the amounts themselves).",2016-09-01,SRC-MO-02,verified,"Art.29: the ADMINISTRATIVE-infraction counterpart to Art.25's criminal tier (MO-L42016-P1) - covers cruelty not reaching the criminal threshold (no grave injury/mutilation/organ loss/death, or no proven intent). Accessory sanctions: confiscation of the animal, a 1-3 year ownership ban, activity restriction, or establishment closure."
NZ-AWA1999-P2,NZ-AWA1999,neglect_duty_of_care,vertebrates_plus_named_invertebrates_in_statute,6,25000,NZD,FALSE,,,"Body-corporate tier: fine up to NZD 125,000. [2007-VERIFIED baseline - whether this specific tier's figures have since been raised is UNCONFIRMED this round; do not assume it moved in step with s.28's increase.]",2007-09-03,SRC-NZ-02,verified,"s.25 (VERIFIED, 2007 text): general offences covering breaches of ss.12/14/21/22/23 (the owner/person-in-charge duty to meet an animal's physical, health, and behavioural needs). This is the lower, duty-of-care tier, distinct from both the wilful ill-treatment tier (s.28, see NZ-AWA1999-P1) and the reckless ill-treatment tier (s.28A, see NZ-AWA1999-P3) - those two are themselves distinct from each other, corrected 2026-09-18 after a volunteer fact-checker caught this database previously bundling them as one tier. Whether this specific penalty figure has been raised since 2007 was NOT confirmed this round - recorded as the last verified figure, not assumed current."
NL-WVS254-P1,NL-WVS254,sexual_abuse,domestic_and_captive_only_with_named_exclusions,18,,EUR,FALSE,,,,,SRC-NL-05,snippet,"Article 254 Wetboek van Strafrecht (verbatim, confirmed direct via secondary mirror after primary-source rendering failed): 'Hij die ontuchtige handelingen pleegt met een dier wordt gestraft met gevangenisstraf van ten hoogste een jaar en zes maanden of geldboete van de vierde categorie' - criminalizes the sexual act itself (bestiality), up to 1 year 6 months or a 4th-category fine (currency left blank per the day-fine/category convention; recorded here as 18 months for the custodial figure only). This is DISTINCT from Art.254a (see NL-WVS254-P2), which covers only images of the act. A prior round had mistakenly attached only the Art.254a (images-only) provision to this database, under the wrong instrument (Wet dieren) - this is the first time the actual underlying-act offence (Art.254) has been captured."
NL-WVS254-P2,NL-WVS254,filming_distribution,domestic_and_captive_only_with_named_exclusions,12,,EUR,FALSE,,,"Habitual/professional commission: up to 1 year/4th-category fine (vs. 6 months/3rd-category fine base) - this figure carried over unchanged from the prior round's research, now correctly attached to its own instrument/provision_type rather than miscategorized as sexual_abuse under Wet dieren.",,SRC-NL-05,snippet,"Article 254a Wetboek van Strafrecht: CONFIRMED (previously unresolved) to cover ONLY production, distribution, import/export, or possession of images/recordings of a sexual act between a human and an animal - it does NOT criminalize the underlying act itself (that is Art.254, see NL-WVS254-P1). RECLASSIFIED from sexual_abuse to filming_distribution accordingly - this provision is about imagery, not the act."
CN-SZ-WILDBAN-P1,CN-SZ-WILDBAN,consumption_ban,species_excluded_from_food_whitelist,,,CNY,TRUE,,,"Personal consumption at a food establishment (Art.16): fine 2-10x assessed value of a non-whitelisted animal, 5-30x if a nationally protected species. Unlicensed commercial production/sale (Art.17-18): flat CNY150,000-200,000 or 20-30x value for protected species. Advertising/menu display of prohibited-animal dishes (Art.19-20): forced removal plus CNY10,000-50,000 fine. penalty_administrative_only=TRUE and no single flat/max figure recorded in the base fields because this instrument sets several distinct violation-type tiers rather than one ceiling - see this field for the full structure.",2020-05-01,SRC-CN-04,verified,"Art.3 sets a POSITIVE WHITELIST of animals that may be eaten (pigs, cattle, sheep, donkeys, rabbits, chickens, ducks, geese, pigeons, quail listed in the national Livestock and Poultry Genetic Resources Catalogue, plus other catalogue-listed poultry/livestock, plus aquatic animals not otherwise prohibited by law) - anything NOT on this list is prohibited. Cats and dogs are absent from the catalogue, hence prohibited BY OMISSION - the characters 猫 (cat) and 狗 (dog) do not appear anywhere in the 26-article operative text, despite widely-circulated media framing (e.g. ""深圳通过条例禁止食用猫狗"") describing this as an explicit cat/dog eating ban. Verified directly by searching the fetched raw text for both characters (zero matches) across two independent official mirrors. The Shenzhen Municipal People's Congress Standing Committee's own Legislative Affairs Commission publicly confirmed (2020-04-03 briefing, reported by thepaper.cn and others - snippet-tier as reported speech, not a fetched transcript) that excluding pets via the whitelist mechanism, rather than naming them, was the deliberate legislative approach, citing this as consistent with practice in Hong Kong and Taiwan. This is exactly the kind of widely-misreported legal detail this database exists to correct."
CN-ZH-WILDBAN-P1,CN-ZH-WILDBAN,consumption_ban,species_excluded_from_food_whitelist,,,CNY,TRUE,,,"Art.14 (personal consumption in restaurants/canteens): non-protected prohibited animals (the tier cats/dogs fall into) -> fine 2-10x assessed value; nationally protected species -> 5-30x. Art.15 (unlicensed commercial production/sale): non-protected prohibited animals -> flat CNY100,000-150,000 (value <CNY10,000) or 15-20x value (value >=CNY10,000); protected species -> CNY150,000-200,000 flat or 20-30x. Xinhua's widely-cited ""up to 20x fine"" headline (April 2020) refers to the Art.15 commercial-sale ceiling, not the Art.14 personal-consumption ceiling (2-10x) - these are easily conflated in short-form reporting but govern different conduct.",2020-05-01,SRC-CN-05,verified,"Same whitelist mechanism and structure as Shenzhen (CN-SZ-WILDBAN-P1), functionally identical Art.3 wording. Cats and dogs do not appear anywhere in the 23-article text, confirmed by direct search of the fetched raw text (zero matches). Zhuhai's own Director of the Legislative Affairs Committee (市人大常委会法制工作委员会主任 雍灵) stated unprompted in a 2020-04-14 press briefing (snippet-tier, reported speech) that the Regulation ""does not explicitly stipulate"" a cat/dog ban and that exclusion instead follows from cats/dogs not being listed in the national livestock catalogue and being unable to obtain quarantine certification - an official, independent corroboration of the whitelist-not-naming mechanism found in the text itself."
CN-BJ-DOG-P1,CN-BJ-DOG,general_cruelty,single_species_targeted,,,CNY,FALSE,,,,2003-10-15,SRC-CN-06,verified,"Art.17(9) (verbatim): ""不得虐待、遗弃所养犬"" (must not abuse or abandon dogs kept) - abuse and abandonment are bundled in one clause, not textually separable, hence one provisions row rather than splitting abandonment out (consistent with this database's general practice of not force-splitting a jurisdiction's own bundled clause). ENFORCEMENT GAP, verified by checking every cross-reference in the penalty articles (Arts.28-33): none of them reference Art.17(9) - only Art.17 items (1)-(5) (public-place entry, public transport, elevators, leashing) plus Art.8 and Art.21(3) carry any penalty. This is a real, citable finding: Beijing's anti-abuse/anti-abandonment duty exists in the text with zero attached administrative penalty. penalty_administrative_only left FALSE (not TRUE) deliberately - there is no penalty of ANY kind, administrative or otherwise, not merely an administrative-only one; all penalty fields are blank accordingly, not assumed zero. WATCH ITEM: a pending revision (2nd reading passed 2026-07-29, not yet enacted - see legal_instruments notes) would add 5-year/lifetime ownership bans for exactly this conduct, which would close this gap if and when it passes."
CN-SH-DOG-P1,CN-SH-DOG,general_cruelty,single_species_targeted,,,CNY,FALSE,,,,2011-05-15,SRC-CN-07,verified,"Art.21 (verbatim): ""...不得虐待饲养的犬只。"" (...must not abuse the dog(s) kept.) ENFORCEMENT GAP, verified by reading the entire 法律责任 (Legal Responsibility) chapter (Arts.41-56) and checking every cross-reference: no article references Art.21 at all - the abuse duty carries zero attached penalty, the same pattern found in Beijing's ordinance (CN-BJ-DOG-P1). Contrast this row with CN-SH-DOG-P2 (the separate abandonment clause, Art.27, which DOES carry a real penalty) - the same instrument treats textually-separate abuse and abandonment very differently in practice. This was confirmed via direct page-by-page reading of the official PDF, not an AI-tool-summarized extraction, and is the highest-confidence fetch in this research round."
CN-SH-DOG-P2,CN-SH-DOG,abandonment,single_species_targeted,,2000,CNY,TRUE,,confiscation;ownership_ban,,2011-05-15,SRC-CN-07,verified,"Art.27, second paragraph (verbatim): ""养犬人不得遗弃饲养的犬只。"" (Owners must not abandon dogs kept.) Art.47 attaches a real penalty: fine CNY500-2,000, dog-keeping license revocation, dog confiscation, and a 5-year ban on re-registering to keep a dog. penalty_fine_max_local_currency records the top of the CNY500-2,000 range. This is the sharper of the two Shanghai findings: the same ordinance explicitly bans BOTH abuse (CN-SH-DOG-P1) and abandonment, but only abandonment is actually punished."
CN-GZ-DOG-P1,CN-GZ-DOG,general_cruelty,single_species_targeted,,,CNY,TRUE,,confiscation;ownership_ban,,2009-07-01,SRC-CN-08,verified,"Art.23 (verbatim): ""...不得虐待或者遗弃犬只。"" (...must not abuse or abandon dogs.) Art.50 (verbatim, abuse clause): ""违反本条例第二十三条规定，虐待犬只的，可以由公安机关没收犬只，吊销《养犬登记证》，收回犬牌。"" - abuse gets confiscation of the dog plus revocation of the registration certificate/tag, but NO separate monetary fine is specified for abuse itself (contrast CN-GZ-DOG-P2, the abandonment clause under the same Art.23/50, which DOES carry an explicit fine). Unlike Beijing and Shanghai, Guangzhou's abuse clause is not toothless - confiscation plus registration revocation is a real, if non-monetary, consequence. penalty_fine_max_local_currency left blank because no fine amount is specified for this specific violation type."
CN-GZ-DOG-P2,CN-GZ-DOG,abandonment,single_species_targeted,,2000,CNY,TRUE,,,,2009-07-01,SRC-CN-08,verified,"Art.50 (verbatim, abandonment clause): ""违反本条例第二十三条规定，遗弃犬只的，由公安机关责令领回犬只或者将犬只送到犬只留验场所；拒不领回犬只或者拒不将犬只送到犬只留验场所的，处每只犬一千元以上二千元以下罚款。"" - a mandatory reclaim order (or surrender to a holding facility) in the first instance; the CNY1,000-2,000 fine (recorded here at its CNY2,000 ceiling) only applies to REFUSAL to comply with that order, not to the act of abandonment itself directly. A 2019 draft revision would have raised this to CNY2,000/CNY5,000 (individual/unit) but never passed; a further 2025 revision effort ran public consultation (2025-09-05 to 2025-10-06, 295 comments) but has not passed as of 2026-09-15 - the figures here remain the current, effective ones."
CN-CD-DOG-P1,CN-CD-DOG,general_cruelty,single_species_targeted,,1000,CNY,TRUE,,confiscation;ownership_ban,,2026-08-01,SRC-CN-09,snippet,"ENTIRE ROW IS SNIPPET-TIER - see CN-CD-DOG instrument notes; no .gov.cn or Sichuan NPC primary text located this round, only mutually consistent state/city-media reprints. Per those sources: a prohibition (reported as Art.28(1)) states ""日常饲养中，严禁虐待、遗弃犬只"" (abuse and abandonment bundled in one clause, as in Beijing and Guangzhou), with a reported penalty (Art.42(3)): ""有虐待或遗弃犬只行为的，责令改正，处五百元以上一千元以下罚款；拒不改正的，可以没收犬只，并吊销养犬登记。"" - correction order + fine CNY500-1,000 (recorded here at the CNY1,000 ceiling), escalating to confiscation and registration revocation on refusal to correct, plus a reported 5-year reregistration ban (Art.44) mirroring Shanghai's mechanism. If accurate, this would be the strongest of the five cities' abuse clauses on paper (a real fine, unlike Beijing/Shanghai's toothless clauses) - but this rests entirely on secondary reporting of a regulation that took effect only weeks before this research (2026-08-01) and should be re-verified against a primary source before being trusted at face value."
CN-LABANIMAL-P1,CN-LABANIMAL,general_cruelty,laboratory_animals_only,,,CNY,TRUE,,,,2017-03-01,SRC-CN-10,verified,"Art.27 (verbatim): ""从事实验动物工作的人员对实验动物必须爱护，不得戏弄或虐待。"" (Personnel engaged in laboratory-animal work must care for laboratory animals and must not toy with or abuse them.) ENFORCEMENT IS GENERIC, NOT ABUSE-SPECIFIC, verified by reading the entire ""奖励与处罚"" (Rewards and Penalties) chapter: Art.29 (institutions) imposes warning/deadline-to-correct/forced-closure for violating ANY provision of the Regulation - quality-control failures and licensing lapses get the identical penalty as an Art.27 abuse violation, there is no distinct heavier consequence for abuse specifically. Art.30 (individual staff) is even weaker: the consequence is an internal disciplinary action decided by the person's OWN EMPLOYER, not any external government sanction - an individual researcher who abuses a laboratory animal is, under this statute, answerable only to their own institution's internal process. A non-binding companion guidance document (国科发财字〔2006〕398号, 2006, Ministry of Science and Technology) elaborates ""5 freedoms""-style welfare language this Regulation lacks in detail, but carries no independent legal force. Original 1988 enactment revised 2011/2013/2017; effective_date recorded here is the current (2017) revision's effective date."
